track_name	size_bytes	price	rating_count_tot	sup_devices.num	ipadSc_urls.num	lang.num	vpp_lic	currency_USD	cont_rating_12+	cont_rating_17+	cont_rating_4+	cont_rating_9+	prime_genre_Book	prime_genre_Business	prime_genre_Catalogs	prime_genre_Education	prime_genre_Entertainment	prime_genre_Finance	prime_genre_Food & Drink	prime_genre_Games	prime_genre_Health & Fitness	prime_genre_Lifestyle	prime_genre_Medical	prime_genre_Music	prime_genre_Navigation	prime_genre_News	prime_genre_Photo & Video	prime_genre_Productivity	prime_genre_Reference	prime_genre_Shopping	prime_genre_Social Networking	prime_genre_Sports	prime_genre_Travel	prime_genre_Utilities	prime_genre_Weather	user_rating
FileExplorer Pro - File Manager for Computer, NAS	-0.3216018718689999	0.5595758036776545	-0.15682367483988324	-0.0968084886371818	0.6510506680574688	0.4501928821260452	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4.0
Angry Birds Space	-0.10561311627406866	-0.2959602425094711	1.0959269566307523	-0.0968084886371818	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Sid Meier's Pirates!	0.7306078042217025	0.2166755847649789	-0.14887481653909776	1.5085617710904535	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
TOEIC®テストリスニング360問	-0.34465158199670437	0.2166755847649789	-0.17023902373290323	0.7058766412266358	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
Ticketmaster - Tickets for Concerts, Sports, Shows	-0.06970574471458345	-0.2959602425094711	-0.09951795220631354	-0.0968084886371818	0.14749218788448623	-0.4337523672553576	0.08364175006200619	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0
FINAL FANTASY TACTICS: THE WAR OF THE LIONS for iPad	1.2731557246077918	2.44552700769737	-0.14393648928910813	-3.0399872981378464	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
仙劍奇俠傳5 - 劍傲丹楓	0.1661583048753077	0.2166755847649789	-0.16170918575564838	1.5085617710904535	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Clear Vision (17+)	-0.44894973849787206	-0.1262246341476967	6.982320610033518	1.5085617710904535	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
▻Solitaire	-0.39047731367174726	-0.2959602425094711	1.4752274608639142	0.7058766412266358	0.6510506680574688	0.19763709658850154	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Guitar Suite - Metronome, Tuner, and Chords Library for Guitar, Bass, Ukulele	-0.35168765925028195	0.2166755847649789	-0.1670964518465462	0.17075322131742407	-1.8667417328074443	0.8290265604323607	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.0
LEGO Harry Potter: Years 5-7	0.8090992106611211	0.5595758036776545	-0.0984748296053799	1.5085617710904535	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Angry Birds Space HD	-0.07749161464145556	-0.2959602425094711	0.35134868490102994	-3.5751107180470583	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
OnSong	-0.3437250321152568	3.9885779928044096	-0.14942938804845488	1.5085617710904535	0.6510506680574688	1.3341381315074479	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.0
美食杰-让吃饭变简单(VIP版)	-0.39542081365460935	4.502928321173423	-0.1702258196493471	0.17075322131742407	0.14749218788448623	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Regal Cinemas	-0.34032673224237814	-0.2959602425094711	0.004807511970606759	-0.0968084886371818	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
RecordOrders	-0.3828596481848918	0.04522547530864108	-0.16969765630710223	-0.0968084886371818	-1.3631832526344616	3.480862308576569	0.08364175006200619	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Ski Safari	-0.10545916644761275	-0.1262246341476967	0.4255424304028797	0.7058766412266358	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
Bridge Constructor	-0.1480205916172479	0.04522547530864108	-0.022524940990565883	0.17075322131742407	0.6510506680574688	0.9553044532011324	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Muscle Premium - Human Anatomy, Kinesiology, Bones	2.5132986546352405	3.1313274455227207	-0.16487816580911768	-0.0968084886371818	0.6510506680574688	0.19763709658850154	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Louvre HD	-0.20413530336042754	0.04522547530864108	-0.15533161339804144	0.7058766412266358	0.14749218788448623	0.8290265604323607	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
The Fourth Dimension	-0.5288867604237479	0.2166755847649789	-0.1621977368472249	-0.0968084886371818	0.6510506680574688	0.576470774894817	0.08364175006200619	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Ryanair - Cheapest Fares	-0.23030962478064457	-0.2959602425094711	-0.16792830911058187	-0.0968084886371818	-1.8667417328074443	0.32391498935727336	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2.0
猫眼电影 - 一网打尽好电影	-0.2760213195472016	-0.2959602425094711	-0.1689054112937349	-0.0968084886371818	-1.8667417328074443	-0.30747447448658577	0.08364175006200619	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Mon compte pour Free Mobile - Conso & Messagerie	-0.5000126151951281	0.04522547530864108	-0.17023902373290323	-0.0968084886371818	-1.3631832526344616	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0
ジーユー	-0.5085910416359769	-0.2959602425094711	-0.17023902373290323	-0.0968084886371818	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
Tank Hero: Laser Wars	-0.48771088369221594	-0.1262246341476967	-0.15151563325032216	1.5085617710904535	0.6510506680574688	-0.5600302600241294	-11.955751753863076	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Ugly Meter PRO™	-0.518756568955186	0.5595758036776545	-0.16833763570082166	0.7058766412266358	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0
USA TODAY	-0.2869688627618442	-0.2959602425094711	0.6447698296851742	-0.0968084886371818	0.14749218788448623	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4.0
CoPilot GPS – Car Navigation & Offline Maps	-0.32462670086658735	-0.2959602425094711	-0.12294199643487407	0.17075322131742407	0.6510506680574688	2.4706391664263943	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.0
Virtual Gastric Band Hypnosis - Lose Weight Fast!	1.364659042988702	0.90247602259033	-0.16953920730442876	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Fake call from the Easter Bunny	-0.5105011598531151	-0.2959602425094711	-0.16972406447421448	-0.0968084886371818	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0
TTPlayer - The Cinema In My Pocket	-0.5100239755277527	0.2166755847649789	-0.16807355402969923	1.5085617710904535	-1.8667417328074443	1.4604160242762199	0.08364175006200619	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Charity Miles: Walking & Running Distance Tracker	-0.1642052798541036	-0.2959602425094711	-0.12910830345558305	-0.0968084886371818	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Battlefield™ Companion	-0.39047446274903513	-0.2959602425094711	-0.16114141016273514	-0.0968084886371818	0.6510506680574688	0.7027486676635888	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2.0
WikiCamps Australia	-0.49031947797382996	0.5595758036776545	-0.17010698289734202	-0.0968084886371818	-1.3631832526344616	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4.0
Impots.gouv	-0.528518991393881	-0.2959602425094711	-0.17023902373290323	-0.0968084886371818	-0.859624772461479	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
Freeform – watch live TV & stream full episodes	-0.39614779894620666	-0.2959602425094711	0.07393088938690569	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0
笑ったら負け	-0.5441078367838981	-0.2959602425094711	-0.17023902373290323	0.17075322131742407	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
Paper by FiftyThree - Sketch, Diagram, Take Notes	-0.18131366704969476	-0.2959602425094711	0.07032617457608437	-0.0968084886371818	0.6510506680574688	0.7027486676635888	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4.0
Dikie & Dukie: Learn to Read in Spanish HD	-0.421441271555601	0.2166755847649789	-0.17021261556579098	-3.0399872981378464	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0
Whisper - Share, Express, Meet	-0.27943957587906526	-0.2959602425094711	0.3555343793883206	-0.0968084886371818	-1.8667417328074443	0.07135920381972971	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4.0
Emoji>	-0.18977520565934558	-0.2959602425094711	0.5604485520957787	0.17075322131742407	0.6510506680574688	1.9655275953513072	0.08364175006200619	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Emoji - inTextMoji Pro ;)	-0.18983222411358852	-0.1262246341476967	-0.0751168057946	0.17075322131742407	0.6510506680574688	1.9655275953513072	0.08364175006200619	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Hay Day	-0.23802137071700086	-0.2959602425094711	7.3210185573316044	0.17075322131742407	0.6510506680574688	1.5866939170449916	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Nom Nom Paleo	-0.41177940817690595	0.7310259131339921	-0.1365025902470114	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Lingji tarot-nice and funny in line with tarot cards	-0.3755413295828118	-0.1262246341476967	-0.1700937788137859	0.17075322131742407	0.6510506680574688	-0.30747447448658577	0.08364175006200619	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0
饿了么外卖-大牌美食，折扣热卖	-0.32393962849296004	-0.2959602425094711	-0.16388785954240853	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Google Drive - free online storage	-0.037416194076812154	-0.2959602425094711	0.6121689473851087	-0.0968084886371818	0.6510506680574688	5.2487528073393745	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4.0
THE KING OF FIGHTERS-i 2012	2.7759684187188585	0.2166755847649789	-0.1672284926821074	0.17075322131742407	-1.8667417328074443	-0.4337523672553576	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
360云盘	-0.3265111607793162	-0.2959602425094711	-0.1644688392188779	-0.0968084886371818	-1.8667417328074443	-0.4337523672553576	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4.0
Real Pool 3D	-0.3417521935984514	0.04522547530864108	-0.15497510314202614	0.17075322131742407	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Cooking Academy (Full)	-0.4336484548795049	0.04522547530864108	-0.16396708404374527	1.5085617710904535	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
iSleep Easy - Meditations for Restful Sleep	-0.057221554158093914	0.38812569422131665	-0.1614715122516382	-0.0968084886371818	-0.35606629228849634	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Pic Jointer – Photo Collage, Camera Effects Editor	-0.328843215557852	-0.2959602425094711	0.5075265852028416	-0.0968084886371818	0.6510506680574688	0.19763709658850154	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4.0
Smule Sing!	-0.24832460539869833	-0.2959602425094711	1.4052194098493551	-0.0968084886371818	0.6510506680574688	0.8290265604323607	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.0
AnatomyMapp	-0.2637709046531081	1.4168263509593433	-0.16993532981111242	0.17075322131742407	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Inspiration Maps VPP	-0.06861099039311919	1.4168263509593433	-0.16876016637461758	-0.0968084886371818	0.6510506680574688	-0.30747447448658577	0.08364175006200619	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Toca Kitchen Monsters	-0.37509658563971693	-0.2959602425094711	-0.06378770210344728	0.7058766412266358	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Bike Race Pro - Top Motorcycle Racing Game	-0.2224581836313931	-0.1262246341476967	0.18469994633921355	0.17075322131742407	0.6510506680574688	0.4501928821260452	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Bike Race - Top Motorcycle Racing Games	-0.21979542181824827	-0.2959602425094711	5.177507245081419	0.17075322131742407	0.6510506680574688	0.4501928821260452	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
KeyBank Mobile	-0.46394844288647485	-0.2959602425094711	-0.1620128796774392	-0.0968084886371818	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0
Amazon Music	-0.3378663859417957	-0.2959602425094711	1.2324967928517225	-0.0968084886371818	0.6510506680574688	0.07135920381972971	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.0
闲鱼-让你的闲置游起来	-0.3181037897011961	-0.2959602425094711	-0.16646265583585232	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4.0
Sonic The Hedgehog 4™ Episode II	1.45308611275135	0.2166755847649789	-0.09621693131728304	0.7058766412266358	0.6510506680574688	0.4501928821260452	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
战神之怒	1.114156763687042	-0.1262246341476967	-0.17012018698089815	1.5085617710904535	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Extreme Fishing 2 Free	-0.40365629135463305	-0.2959602425094711	-0.011763612892326412	1.5085617710904535	0.14749218788448623	-0.30747447448658577	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Puppet Pals Pocket Director's Pass	-0.3123449258226602	0.04522547530864108	-0.1701465951480104	-0.0968084886371818	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Max Payne Mobile	3.422187069881106	0.2166755847649789	-0.1414145093298888	0.7058766412266358	0.14749218788448623	-0.5600302600241294	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
驾考宝典-2017最新考驾照驾校学车驾考通	-0.021194443844698548	-0.2959602425094711	-0.16749257435322984	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
Postmates - Food Delivery, Faster	-0.30951966141492304	-0.2959602425094711	-0.044549352362177455	-0.0968084886371818	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Flipagram	-0.31834041628630433	-0.2959602425094711	0.8848332728190291	-0.0968084886371818	0.6510506680574688	3.8596959868828846	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4.0
Subway Surfers	-0.11998461766599919	-0.2959602425094711	9.153296416080437	0.17075322131742407	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Easter Bunny Tracker Fun	-0.5264922888129039	-0.2959602425094711	-0.16914308479774512	1.5085617710904535	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0
电信营业厅	-0.25389245745552047	-0.2959602425094711	-0.16696441101098497	0.17075322131742407	-1.8667417328074443	-0.4337523672553576	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4.0
Majiang Mahjong（单机+川麻+二人+武汉+国标）	-0.347154692137969	-0.2959602425094711	-0.15694251159188832	1.5085617710904535	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
Home Design 3D GOLD	0.022327742278929974	1.4168263509593433	-0.0396638414464123	-0.0968084886371818	0.6510506680574688	1.3341381315074479	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4.0
Papa's Burgeria	-0.4352196947161745	0.2166755847649789	-0.1492577349622253	-3.5751107180470583	0.6510506680574688	1.3341381315074479	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Bazaart Photo Editor Pro and Picture Collage Maker	-0.21899716345884726	-0.2959602425094711	-0.1054201775559001	-0.0968084886371818	-0.859624772461479	0.9553044532011324	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4.0
Baldur's Gate: Enhanced Edition	6.241937793092999	1.4168263509593433	-0.15104028624230179	1.5085617710904535	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
农行掌上银行	-0.3775341245586022	-0.2959602425094711	-0.16948639097020426	0.7058766412266358	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0
Hidden World	-0.26440095857249246	0.04522547530864108	-0.16655508442074518	0.7058766412266358	0.6510506680574688	1.4604160242762199	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Prize Wheel ™	-0.45203728779512675	-0.2959602425094711	-0.12683720108393007	-0.0968084886371818	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Flick Home Run ! HD	-0.49580842016499743	-0.1262246341476967	-0.14192946858857755	-3.0399872981378464	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Little Writer - The Tracing App for Kids	-0.45023550464105017	-0.1262246341476967	-0.15243991909925073	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Slingshot Racing	-0.33457071928655435	-0.1262246341476967	-0.12813120127243002	1.5085617710904535	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
LINE Camera - Photo editor, Animated Stamp, Filter	-0.33971948570469096	-0.2959602425094711	-0.11771317934664972	-0.0968084886371818	0.6510506680574688	1.3341381315074479	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4.0
Think in Japanese (Original name:ひとりごと英語)	-0.3771891629104324	0.2166755847649789	-0.17023902373290323	-0.0968084886371818	0.6510506680574688	-0.4337523672553576	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0
Offroad Legends	-0.28575151876375765	-0.1262246341476967	0.12396116198105213	0.17075322131742407	0.6510506680574688	3.1020286302702536	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
内涵段子 - 精选搞笑图片、视频	-0.2855034884878009	-0.2959602425094711	-0.16660790075496967	0.17075322131742407	0.14749218788448623	-0.4337523672553576	0.08364175006200619	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
Bejeweled Classic HD	-0.13330412857714766	-0.2959602425094711	0.7662738065686092	-3.5751107180470583	0.6510506680574688	-0.05491868894904211	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Virtua Tennis Challenge	0.5640401195820235	0.5595758036776545	-0.1525587558512558	0.4383149312720299	0.14749218788448623	0.4501928821260452	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Dark Sky Weather	-0.49642900534595996	0.38812569422131665	-0.03801333100189704	-0.0968084886371818	-0.35606629228849634	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4.0
Translator !!	-0.47870481884454513	1.4168263509593433	-0.1685489010377196	-0.0968084886371818	-1.8667417328074443	3.1020286302702536	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4.0
Cortex Camera	-0.5449174988341476	0.2166755847649789	-0.16567041082248501	-0.0968084886371818	-1.3631832526344616	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4.0
上海移动掌上营业厅	-0.38208704812990013	-0.2959602425094711	-0.16994853389466855	0.17075322131742407	-1.8667417328074443	-0.4337523672553576	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0
Weaphones: Firearms Simulator Volume 1	-0.38327588290086523	0.2166755847649789	-0.15072338823695486	1.5085617710904535	0.6510506680574688	1.3341381315074479	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
