track_name	size_bytes	price	rating_count_tot	sup_devices.num	ipadSc_urls.num	lang.num	vpp_lic	currency_USD	cont_rating_12+	cont_rating_17+	cont_rating_4+	cont_rating_9+	prime_genre_Book	prime_genre_Business	prime_genre_Catalogs	prime_genre_Education	prime_genre_Entertainment	prime_genre_Finance	prime_genre_Food & Drink	prime_genre_Games	prime_genre_Health & Fitness	prime_genre_Lifestyle	prime_genre_Medical	prime_genre_Music	prime_genre_Navigation	prime_genre_News	prime_genre_Photo & Video	prime_genre_Productivity	prime_genre_Reference	prime_genre_Shopping	prime_genre_Social Networking	prime_genre_Sports	prime_genre_Travel	prime_genre_Utilities	prime_genre_Weather	user_rating
Tales From Deep Space	1.9419024700532774	0.38812569422131665	-0.16878657454172982	-3.3075490080924523	0.14749218788448623	0.32391498935727336	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Fit Men Cook - Healthy Recipes	-0.11047964134370274	0.38812569422131665	-0.15456577655178635	-0.0968084886371818	0.6510506680574688	-0.4337523672553576	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
Wrassling	-0.4051481619484532	-0.2959602425094711	-0.14470232613536319	-0.0968084886371818	-1.3631832526344616	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
OPERATION DRACULA	0.2871385493193701	0.2166755847649789	-0.16939396238531143	0.17075322131742407	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
TLMJ, Tout Le Monde Joue	-0.49280833350153386	-0.2959602425094711	-0.17023902373290323	-0.0968084886371818	0.14749218788448623	-0.4337523672553576	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
ファンタジードライブ【快進撃3DRPG】	-0.06249005933014065	-0.2959602425094711	-0.1701730033151226	0.7058766412266358	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
霸王卧龙传	-0.34286405345618853	-0.1262246341476967	-0.1702258196493471	0.17075322131742407	-0.35606629228849634	-0.5600302600241294	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
Neon Chrome	0.019861694132923248	1.4168263509593433	-0.16444243105176565	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
WorkMeOut - Jaber Al-Rasheed	-0.3458033547724116	0.2166755847649789	-0.16868094187328084	0.17075322131742407	0.6510506680574688	-0.4337523672553576	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
LEGO® Batman: Beyond Gotham	2.967447791757466	0.5595758036776545	-0.16025673656447498	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
全民暴力摩托-暴力摩托3d免费真实赛车小游戏	0.12707919549132896	-0.2959602425094711	-0.17023902373290323	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
BabyMaker: Funny Baby Face out of Parents' Pictures - Make a Photo Collage!	-0.3730011574462892	-0.1262246341476967	-0.1699221257275563	0.17075322131742407	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2.0
Worms™ 4	0.1934999928389182	0.5595758036776545	-0.16522147198157686	-0.0968084886371818	0.6510506680574688	0.32391498935727336	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Block Craft 3D: Building Simulator Game For Free	-0.295313513540297	-0.2959602425094711	0.8651195760697389	-0.0968084886371818	0.6510506680574688	0.4501928821260452	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Dan The Man (Retro Action Platformer)	-0.27790007761450614	-0.2959602425094711	-0.07085188680597258	0.17075322131742407	0.6510506680574688	0.576470774894817	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
Robbery Bob 2: Double Trouble	2.2471336593065305	-0.2959602425094711	-0.1583685526159495	-0.0968084886371818	0.6510506680574688	-0.05491868894904211	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
NextGen Car Game Racing	-0.26170113476408974	-0.1262246341476967	-0.16891861537729103	1.5085617710904535	0.14749218788448623	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Battle Copters	0.1905892007498166	-0.2959602425094711	-0.13165669158191462	-0.0968084886371818	0.6510506680574688	0.8290265604323607	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
GreenVPN - Free & fast VPN with unlimited traffic	-0.5087963080712514	-0.2959602425094711	-0.1641123289628626	0.7058766412266358	0.6510506680574688	-0.4337523672553576	0.08364175006200619	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
This War of Mine	0.6363936870935897	2.274076898241032	-0.1369251209208073	-0.0968084886371818	0.6510506680574688	0.8290265604323607	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Splish Splash Pong	-0.3672194861860561	-0.2959602425094711	-0.1451248568091591	0.17075322131742407	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Take Off - The Flight Simulator	3.3625885305836833	-0.1262246341476967	-0.16701722734520946	-0.6319319085463936	0.6510506680574688	1.4604160242762199	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Level: A Simple Puzzle Game	-0.46935094142599243	-0.1262246341476967	-0.16944677871953592	0.7058766412266358	0.6510506680574688	1.3341381315074479	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Lifeline...	-0.4717485674269077	0.04522547530864108	0.11162854793963413	-0.0968084886371818	0.6510506680574688	0.07135920381972971	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
PP基金-随时提现的投资理财平台	-0.4724498944140957	-0.2959602425094711	-0.17023902373290323	0.17075322131742407	-1.8667417328074443	-0.4337523672553576	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
诺诺镑客—让财富升值	-0.4764326334429644	-0.2959602425094711	-0.17023902373290323	0.17075322131742407	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
求生无限 - 无限流生存挑战大冒险	-0.30997580904886646	-0.1262246341476967	-0.1702258196493471	-0.0968084886371818	0.6510506680574688	-0.30747447448658577	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
Hot Trigger	0.12204446598167823	-0.1262246341476967	-0.1687205541239492	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Hyperburner	-0.2898197854739907	0.2166755847649789	-0.1630427981948167	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
har•mo•ny 3	-0.07401063800992468	0.2166755847649789	-0.15937206296621478	-0.0968084886371818	0.6510506680574688	0.576470774894817	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Sword Of Xolan	-0.23118485805327355	-0.1262246341476967	-0.16520826789802073	0.7058766412266358	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
NAVIRO(ナビロー) - カーナビ/バイクナビ/徒歩ナビが使える高性能ナビアプリ	-0.3991783297892184	-0.2959602425094711	-0.17023902373290323	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0
GodFinger 2	-0.22725913747864782	-0.2959602425094711	-0.16229016543211777	-0.0968084886371818	0.6510506680574688	0.32391498935727336	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Uptown & Co. - Vintage Filters & insignias.	-0.41363250793980116	0.04522547530864108	-0.1687205541239492	0.17075322131742407	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4.0
Cell Surgeon - A Unique 3D Match 4 Strategy Game!	0.14746044196046432	-0.1262246341476967	-0.17005416656311753	0.7058766412266358	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Neo Monsters	0.08461755261661894	-0.1262246341476967	-0.12939879329381773	0.17075322131742407	0.6510506680574688	0.07135920381972971	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Muhammad Ali: Puzzle King	-0.12670994434395277	-0.2959602425094711	-0.16658149258785743	-0.0968084886371818	0.6510506680574688	0.7027486676635888	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
借贷宝-直投熟人更高明	-0.34769636745327687	-0.2959602425094711	-0.17010698289734202	0.17075322131742407	-1.8667417328074443	-0.4337523672553576	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
乐视体育—英超欧冠F1高清直播	-0.2165966865352199	-0.2959602425094711	-0.1699221257275563	0.17075322131742407	-1.8667417328074443	-0.18119658171781394	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4.0
Iron Commander	-0.10818179763771266	-0.2959602425094711	-0.16930153380041857	0.17075322131742407	0.6510506680574688	-0.05491868894904211	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
5E Spell Book	-0.5363134140888896	-0.2959602425094711	-0.16833763570082166	0.7058766412266358	-0.859624772461479	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0
M Cam - Manual controls & custom exposure camera	-0.5123257503888888	0.04522547530864108	-0.1700937788137859	-0.0968084886371818	-1.8667417328074443	0.07135920381972971	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4.0
Productive habits & daily goals tracker	-0.5286387301477912	-0.2959602425094711	-0.10770448401110921	0.17075322131742407	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5.0
The Enchanted Cave 2	-0.4487330683717489	0.2166755847649789	-0.16902424804574	1.5085617710904535	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Immortal Legends - TD	0.20784868684915153	-0.2959602425094711	-0.16989571756044405	0.7058766412266358	0.14749218788448623	-0.30747447448658577	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0
Order & Chaos 2: 3D MMO RPG Online Game	1.4029611896263903	-0.2959602425094711	-0.08672319524043128	0.17075322131742407	0.6510506680574688	1.207860238738676	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Sky Charms	-0.04412726614120502	-0.2959602425094711	-0.1635709615370616	0.17075322131742407	0.6510506680574688	0.7027486676635888	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
AdivínaT - Adivina las palabras	-0.17608792571833023	-0.1262246341476967	-0.1700409624795614	0.17075322131742407	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Stress Release Grenade	-0.010349533847693248	-0.2959602425094711	-0.17023902373290323	0.17075322131742407	-1.3631832526344616	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
日课——给每一位好读诗的人！	-0.389713266384892	-0.1262246341476967	-0.1701465951480104	0.7058766412266358	0.6510506680574688	-0.30747447448658577	0.08364175006200619	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Hollywood Game Night	-0.07136213081034057	-0.1262246341476967	-0.16988251347688793	0.17075322131742407	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Roll Turtle	-0.29600343683663644	-0.1262246341476967	-0.16990892164400018	0.7058766412266358	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
Forsaken World Mobile MMORPG	1.2290748606444384	-0.2959602425094711	-0.15766873618747504	0.17075322131742407	0.6510506680574688	1.0815823459699043	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Dot - A Period & Fertility Tracker	-0.43614624459762213	-0.2959602425094711	-0.1683640438679339	-0.0968084886371818	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
鏡の中のプリンセス Love Palace	-0.49299364347782343	-0.2959602425094711	-0.1701465951480104	0.17075322131742407	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
大江戸ぶらり	-0.42694061516010107	0.5595758036776545	-0.17023902373290323	0.7058766412266358	0.6510506680574688	-0.4337523672553576	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0
Hockey Stars	-0.3415269707041918	-0.2959602425094711	-0.14886161245554164	0.7058766412266358	0.6510506680574688	0.07135920381972971	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Cookie Clickers 2	-0.37899949883264544	-0.2959602425094711	-0.13178873241747582	0.17075322131742407	0.6510506680574688	0.32391498935727336	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
Discord - Chat for Gamers	-0.47954584104462833	-0.2959602425094711	-0.049395251027274246	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4.0
One More Dash	-0.250673765713507	-0.2959602425094711	-0.15515996031181187	0.17075322131742407	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Tamagotchi Classic - The Original Tamagotchi Game	-0.4210278014551092	-0.1262246341476967	-0.1680603499461431	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0
Dr. Panda Space	0.14427596129099665	0.2166755847649789	-0.16924871746619408	0.7058766412266358	0.6510506680574688	1.3341381315074479	0.08364175006200619	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Gun Master 3: Zombie Slayer	0.06073252213425552	-0.2959602425094711	-0.16226375726500553	0.17075322131742407	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Face Swap App- Funny Face Changer Photo Effects	-0.5090985058787391	-0.2959602425094711	-0.012093714981229464	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4.0
Hot Shot Slots Games – Vegas Casino Slot Machines	-0.056044123077977404	-0.2959602425094711	0.09468770873712955	0.17075322131742407	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
letgo: Buy & Sell Second Hand Stuff	-0.248395878466502	-0.2959602425094711	0.3371146828275303	-0.0968084886371818	0.14749218788448623	1.3341381315074479	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4.0
WarnWetter	-0.41127764577956816	-0.2959602425094711	-0.17023902373290323	-0.0968084886371818	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0
Ab & Core Sworkit - Free Workout Trainer	-0.3877945953996174	-0.2959602425094711	-0.13193397733659318	-0.0968084886371818	0.6510506680574688	0.8290265604323607	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
弹弹堂S- 巴萨传奇助阵 弹弹堂手游官方版	-0.14741049415684854	-0.2959602425094711	-0.17015979923156652	0.7058766412266358	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
网娱大师-网吧娱乐大师	-0.3524973213005316	-0.2959602425094711	-0.17023902373290323	0.17075322131742407	-1.8667417328074443	-0.4337523672553576	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
AmpMe - A Portable Social Party Music Speaker	-0.3598669565114303	-0.2959602425094711	-0.15641434824964345	-0.0968084886371818	0.14749218788448623	0.4501928821260452	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.0
VR SNIPER	-0.3052945939555219	-0.2959602425094711	-0.16984290122621956	-0.0968084886371818	-0.35606629228849634	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0
Yiannimize Racing	-0.4256491471714987	-0.1262246341476967	-0.17021261556579098	-0.0968084886371818	-1.8667417328074443	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0
COOKING MAMA Let's Cook！	-0.05832486124769461	-0.2959602425094711	-0.12278354743220059	0.17075322131742407	0.6510506680574688	2.091805488120079	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
DANDY DUNGEON Legend of Brave Yamada	0.1341865458127102	-0.2959602425094711	-0.1543413071313323	0.17075322131742407	0.6510506680574688	-0.4337523672553576	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0
Wolf Craft	-0.11729619754844503	-0.1262246341476967	-0.16751898252034209	0.7058766412266358	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
培训题库	-0.41173664433622376	0.04522547530864108	-0.17023902373290323	-0.0968084886371818	0.6510506680574688	-0.6863081527929012	0.08364175006200619	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
Mondly: Learn 33 Languages: Spanish English French	-0.3380146339228273	-0.2959602425094711	-0.15181932717211297	0.17075322131742407	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Google Cardboard	-0.19908346831450394	-0.2959602425094711	-0.16302959411126058	-0.0968084886371818	-1.8667417328074443	3.480862308576569	0.08364175006200619	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Polarr Photo Editor - Photo Editing Tools for All	-0.393157181021165	-0.2959602425094711	-0.1405826520658531	-0.0968084886371818	0.6510506680574688	1.4604160242762199	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4.0
Refreshing ! Brain training fit	-0.3810778214898003	-0.2959602425094711	-0.17023902373290323	0.17075322131742407	0.6510506680574688	0.07135920381972971	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
全民德州扑克-天天尽享拉斯维加斯之夜	-0.37314940542732083	-0.2959602425094711	-0.17023902373290323	0.7058766412266358	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
脳トレクロスワード -解けばIQがあがる!?無料パズルゲーム-	-0.470879035999703	-0.2959602425094711	-0.17023902373290323	-0.0968084886371818	-1.8667417328074443	-0.4337523672553576	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
Toca Life: City	0.37025435006928925	0.2166755847649789	-0.1230872413539914	0.4383149312720299	0.6510506680574688	1.5866939170449916	0.08364175006200619	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
小牛在线-理财投资神器	-0.46248021768971936	-0.2959602425094711	-0.17023902373290323	0.17075322131742407	-1.8667417328074443	-0.4337523672553576	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
Hugo Flower Flush	0.12086133305613743	-0.2959602425094711	-0.16969765630710223	0.17075322131742407	0.6510506680574688	1.207860238738676	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Death Run : Mini Game With Worldwide Multiplayer	-0.2149916170482814	-0.1262246341476967	-0.16071887948893923	1.5085617710904535	0.14749218788448623	-0.5600302600241294	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
花椒直播-高清美颜直播互动平台	-0.06827458151308591	-0.2959602425094711	-0.16998814614533692	-0.0968084886371818	-1.8667417328074443	-0.18119658171781394	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3.0
Smooth Operator!	1.1125291401718895	-0.1262246341476967	-0.17013339106445427	-0.0968084886371818	0.6510506680574688	0.32391498935727336	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Arrow	-0.19687115228987823	-0.2959602425094711	0.023504494286075577	0.7058766412266358	0.14749218788448623	-0.5600302600241294	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Twin Shooter - Invaders	-0.14383258615310468	-0.2959602425094711	-0.1626862879388014	0.7058766412266358	0.6510506680574688	0.576470774894817	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
モン娘は～れむ【モンはれ】	-0.16246621699969424	-0.2959602425094711	-0.1701730033151226	0.17075322131742407	0.6510506680574688	-0.6863081527929012	0.08364175006200619	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
屠龙杀	0.11750294610122884	-0.2959602425094711	-0.17023902373290323	0.7058766412266358	0.6510506680574688	-0.5600302600241294	0.08364175006200619	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
TownWiFi - WiFi Everywhere	-0.24013105352398928	-0.2959602425094711	-0.17023902373290323	-0.0968084886371818	0.6510506680574688	-0.05491868894904211	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0
Nono Islands	-0.17837721665618386	-0.2959602425094711	-0.12825003802443513	0.17075322131742407	0.6510506680574688	1.0815823459699043	0.08364175006200619	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0
Six Flags	-0.30785472255102947	-0.2959602425094711	-0.16557798223759215	-0.0968084886371818	-1.8667417328074443	-0.30747447448658577	0.08364175006200619	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4.0
